"ArtistId","name","title_album","track_name","TrackId","InvoiceId","InvoiceLineId","total_price","InvoiceDate"
6,Antônio Carlos Jobim,Warner 25 Anos,Desafinado,63,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,Garota De Ipanema,64,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,Samba De Uma Nota Só (One Note Samba),65,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,Por Causa De Você,66,4,17,0.99,"2007-01-06 00:00:00"
6,Antônio Carlos Jobim,Warner 25 Anos,Por Causa De Você,66,320,1736,0.99,"2010-11-06 00:00:00"
6,Antônio Carlos Jobim,Warner 25 Anos,Ligia,67,109,591,0.99,"2008-04-15 00:00:00"
6,Antônio Carlos Jobim,Warner 25 Anos,Fotografia,68,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,Dindi (Dindi),69,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,Se Todos Fossem Iguais A Você (Instrumental),70,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,Falando De Amor,71,215,1164,0.99,"2009-07-29 00:00:00"
6,Antônio Carlos Jobim,Warner 25 Anos,Angela,72,4,18,0.99,"2007-01-06 00:00:00"
6,Antônio Carlos Jobim,Warner 25 Anos,Corcovado (Quiet Nights Of Quiet Stars),73,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,Outra Vez,74,,,,
6,Antônio Carlos Jobim,Warner 25 Anos,O Boto (Bôto),75,320,1737,0.99,"2010-11-06 00:00:00"
6,Antônio Carlos Jobim,Warner 25 Anos,"Canta, Canta Mais",76,110,592,0.99,"2008-04-20 00:00:00"
7,Apocalyptica,Plays Metallica By Four Cellos,Enter Sandman,77,,,,
7,Apocalyptica,Plays Metallica By Four Cellos,Master Of Puppets,78,4,19,0.99,"2007-01-06 00:00:00"
7,Apocalyptica,Plays Metallica By Four Cellos,Harvester Of Sorrow,79,,,,
7,Apocalyptica,Plays Metallica By Four Cellos,The Unforgiven,80,215,1165,0.99,"2009-07-29 00:00:00"
7,Apocalyptica,Plays Metallica By Four Cellos,Sad But True,81,,,,
7,Apocalyptica,Plays Metallica By Four Cellos,Creeping Death,82,,,,
7,Apocalyptica,Plays Metallica By Four Cellos,Wherever I May Roam,83,,,,
7,Apocalyptica,Plays Metallica By Four Cellos,Welcome Home (Sanitarium),84,4,20,0.99,"2007-01-06 00:00:00"
7,Apocalyptica,Plays Metallica By Four Cellos,Welcome Home (Sanitarium),84,320,1738,0.99,"2010-11-06 00:00:00"
8,Audioslave,Audioslave,Cochise,85,110,593,0.99,"2008-04-20 00:00:00"
8,Audioslave,Audioslave,Show Me How to Live,86,,,,
8,Audioslave,Audioslave,Gasoline,87,,,,
8,Audioslave,Audioslave,What You Are,88,,,,
8,Audioslave,Audioslave,Like a Stone,89,215,1166,0.99,"2009-07-29 00:00:00"
8,Audioslave,Audioslave,Set It Off,90,4,21,0.99,"2007-01-06 00:00:00"
8,Audioslave,Audioslave,Shadow on the Sun,91,,,,
8,Audioslave,Audioslave,I am the Highway,92,,,,
8,Audioslave,Audioslave,Exploder,93,320,1739,0.99,"2010-11-06 00:00:00"
8,Audioslave,Audioslave,Hypnotize,94,110,594,0.99,"2008-04-20 00:00:00"
8,Audioslave,Audioslave,Bring'em Back Alive,95,,,,
8,Audioslave,Audioslave,Light My Way,96,,,,
8,Audioslave,Audioslave,Getaway Car,97,,,,
8,Audioslave,Audioslave,The Last Remaining Light,98,215,1167,0.99,"2009-07-29 00:00:00"
8,Audioslave,Out Of Exile,Your Time Has Come,99,5,22,0.99,"2007-01-11 00:00:00"
8,Audioslave,Out Of Exile,Out Of Exile,100,,,,
8,Audioslave,Out Of Exile,Be Yourself,101,,,,
8,Audioslave,Out Of Exile,Doesn't Remind Me,102,320,1740,0.99,"2010-11-06 00:00:00"
8,Audioslave,Out Of Exile,Drown Me Slowly,103,110,595,0.99,"2008-04-20 00:00:00"
8,Audioslave,Out Of Exile,Heaven's Dead,104,,,,
8,Audioslave,Out Of Exile,The Worm,105,,,,
8,Audioslave,Out Of Exile,Man Or Animal,106,,,,
8,Audioslave,Out Of Exile,Yesterday To Tomorrow,107,215,1168,0.99,"2009-07-29 00:00:00"
8,Audioslave,Out Of Exile,Dandelion,108,5,23,0.99,"2007-01-11 00:00:00"
8,Audioslave,Out Of Exile,#1 Zero,109,,,,
8,Audioslave,Out Of Exile,The Curse,110,,,,
9,BackBeat,BackBeat Soundtrack,Money,111,320,1741,0.99,"2010-11-06 00:00:00"
9,BackBeat,BackBeat Soundtrack,Long Tall Sally,112,110,596,0.99,"2008-04-20 00:00:00"
9,BackBeat,BackBeat Soundtrack,Bad Boy,113,,,,
9,BackBeat,BackBeat Soundtrack,Twist And Shout,114,,,,
9,BackBeat,BackBeat Soundtrack,Please Mr. Postman,115,,,,
9,BackBeat,BackBeat Soundtrack,C'Mon Everybody,116,215,1169,0.99,"2009-07-29 00:00:00"
9,BackBeat,BackBeat Soundtrack,Rock 'N' Roll Music,117,5,24,0.99,"2007-01-11 00:00:00"
9,BackBeat,BackBeat Soundtrack,Slow Down,118,,,,
9,BackBeat,BackBeat Soundtrack,Roadrunner,119,,,,
9,BackBeat,BackBeat Soundtrack,Carol,120,320,1742,0.99,"2010-11-06 00:00:00"
9,BackBeat,BackBeat Soundtrack,Good Golly Miss Molly,121,110,597,0.99,"2008-04-20 00:00:00"
9,BackBeat,BackBeat Soundtrack,"20 Flight Rock",122,,,,
10,Billy Cobham,The Best Of Billy Cobham,Quadrant,123,,,,
10,Billy Cobham,The Best Of Billy Cobham,Snoopy's search-Red baron,124,,,,
10,Billy Cobham,The Best Of Billy Cobham,"Spanish moss-""A sound portrait""-Spanish moss",125,215,1170,0.99,"2009-07-29 00:00:00"
10,Billy Cobham,The Best Of Billy Cobham,Moon germs,126,5,25,0.99,"2007-01-11 00:00:00"
10,Billy Cobham,The Best Of Billy Cobham,Stratus,127,,,,
10,Billy Cobham,The Best Of Billy Cobham,The pleasant pheasant,128,,,,
10,Billy Cobham,The Best Of Billy Cobham,Solo-Panhandler,129,320,1743,0.99,"2010-11-06 00:00:00"
10,Billy Cobham,The Best Of Billy Cobham,Do what cha wanna,130,110,598,0.99,"2008-04-20 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Intro/ Low Down,131,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],"13 Years Of Grief",132,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Stronger Than Death,133,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],All For You,134,215,1171,0.99,"2009-07-29 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Super Terrorizer,135,5,26,0.99,"2007-01-11 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Phoney Smile Fake Hellos,136,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Lost My Better Half,137,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Bored To Tears,138,320,1744,0.99,"2010-11-06 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],A.N.D.R.O.T.A.Z.,139,110,599,0.99,"2008-04-20 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Born To Booze,140,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],World Of Trouble,141,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],No More Tears,142,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],The Begining... At Last,143,215,1172,0.99,"2009-07-29 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Heart Of Gold,144,5,27,0.99,"2007-01-11 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Snowblind,145,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Like A Bird,146,,,,
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Blood In The Wall,147,320,1745,0.99,"2010-11-06 00:00:00"
11,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],The Beginning...At Last,148,110,600,0.99,"2008-04-20 00:00:00"
12,Black Sabbath,Black Sabbath,Black Sabbath,149,,,,
12,Black Sabbath,Black Sabbath,The Wizard,150,,,,
12,Black Sabbath,Black Sabbath,Behind The Wall Of Sleep,151,,,,
12,Black Sabbath,Black Sabbath,N.I.B.,152,215,1173,0.99,"2009-07-29 00:00:00"
12,Black Sabbath,Black Sabbath,Evil Woman,153,5,28,0.99,"2007-01-11 00:00:00"
12,Black Sabbath,Black Sabbath,Sleeping Village,154,,,,
12,Black Sabbath,Black Sabbath,Warning,155,,,,
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Wheels Of Confusion / The Straightener,156,,,,
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Tomorrow's Dream,157,110,601,0.99,"2008-04-20 00:00:00"
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Changes,158,,,,
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),FX,159,,,,
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Supernaut,160,,,,
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Snowblind,161,215,1174,0.99,"2009-07-29 00:00:00"
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Snowblind,161,321,1746,0.99,"2010-11-14 00:00:00"
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Cornucopia,162,5,29,0.99,"2007-01-11 00:00:00"
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Cornucopia,162,322,1747,0.99,"2010-11-27 00:00:00"
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Laguna Sunrise,163,322,1748,0.99,"2010-11-27 00:00:00"
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),St. Vitus Dance,164,,,,
12,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Under The Sun/Every Day Comes and Goes,165,323,1749,0.99,"2010-11-27 00:00:00"
13,Body Count,Body Count,Smoked Pork,166,110,602,0.99,"2008-04-20 00:00:00"
13,Body Count,Body Count,Body Count's In The House,167,323,1750,0.99,"2010-11-27 00:00:00"
13,Body Count,Body Count,Now Sports,168,,,,
13,Body Count,Body Count,Body Count,169,324,1751,0.99,"2010-11-28 00:00:00"
13,Body Count,Body Count,A Statistic,170,215,1175,0.99,"2009-07-29 00:00:00"
13,Body Count,Body Count,Bowels Of The Devil,171,5,30,0.99,"2007-01-11 00:00:00"
13,Body Count,Body Count,Bowels Of The Devil,171,324,1752,0.99,"2010-11-28 00:00:00"
13,Body Count,Body Count,The Real Problem,172,,,,
13,Body Count,Body Count,KKK Bitch,173,324,1753,0.99,"2010-11-28 00:00:00"
13,Body Count,Body Count,D Note,174,,,,
13,Body Count,Body Count,Voodoo,175,110,603,0.99,"2008-04-20 00:00:00"
13,Body Count,Body Count,Voodoo,175,324,1754,0.99,"2010-11-28 00:00:00"
13,Body Count,Body Count,The Winner Loses,176,,,,
13,Body Count,Body Count,There Goes The Neighborhood,177,,,,
13,Body Count,Body Count,Oprah,178,,,,
13,Body Count,Body Count,Evil Dick,179,325,1755,0.99,"2010-11-29 00:00:00"
13,Body Count,Body Count,Body Count Anthem,180,5,31,0.99,"2007-01-11 00:00:00"
13,Body Count,Body Count,Momma's Gotta Die Tonight,181,,,,
13,Body Count,Body Count,Freedom Of Speech,182,,,,
14,Bruce Dickinson,Chemical Wedding,King In Crimson,183,325,1756,0.99,"2010-11-29 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Chemical Wedding,184,110,604,0.99,"2008-04-20 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Chemical Wedding,184,216,1176,0.99,"2009-08-06 00:00:00"
14,Bruce Dickinson,Chemical Wedding,The Tower,185,217,1177,0.99,"2009-08-19 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Killing Floor,186,217,1178,0.99,"2009-08-19 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Book Of Thel,187,325,1757,0.99,"2010-11-29 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Gates Of Urizen,188,218,1179,0.99,"2009-08-19 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Jerusalem,189,5,32,0.99,"2007-01-11 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Trupets Of Jericho,190,218,1180,0.99,"2009-08-19 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Machine Men,191,325,1758,0.99,"2010-11-29 00:00:00"
14,Bruce Dickinson,Chemical Wedding,The Alchemist,192,219,1181,0.99,"2009-08-20 00:00:00"
14,Bruce Dickinson,Chemical Wedding,Realword,193,110,605,0.99,"2008-04-20 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,First Time I Met The Blues,194,219,1182,0.99,"2009-08-20 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Let Me Love You Baby,195,325,1759,0.99,"2010-11-29 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Stone Crazy,196,219,1183,0.99,"2009-08-20 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Pretty Baby,197,,,,
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,When My Left Eye Jumps,198,5,33,0.99,"2007-01-11 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,When My Left Eye Jumps,198,219,1184,0.99,"2009-08-20 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Leave My Girl Alone,199,325,1760,0.99,"2010-11-29 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,She Suits Me To A Tee,200,,,,
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Keep It To Myself (Aka Keep It To Yourself),201,,,,
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,My Time After Awhile,202,220,1185,0.99,"2009-08-21 00:00:00"
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Too Many Ways (Alternate),203,,,,
15,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Talkin' 'Bout Women Obviously,204,,,,
16,Caetano Veloso,Prenda Minha,Jorge Da Capadócia,205,326,1761,0.99,"2010-12-02 00:00:00"
16,Caetano Veloso,Prenda Minha,Prenda Minha,206,220,1186,0.99,"2009-08-21 00:00:00"
16,Caetano Veloso,Prenda Minha,Meditação,207,5,34,0.99,"2007-01-11 00:00:00"
16,Caetano Veloso,Prenda Minha,Meditação,207,111,606,0.99,"2008-04-28 00:00:00"
16,Caetano Veloso,Prenda Minha,Terra,208,112,607,0.99,"2008-05-11 00:00:00"
16,Caetano Veloso,Prenda Minha,Eclipse Oculto,209,112,608,0.99,"2008-05-11 00:00:00"
16,Caetano Veloso,Prenda Minha,"Texto ""Verdade Tropical""",210,220,1187,0.99,"2009-08-21 00:00:00"
16,Caetano Veloso,Prenda Minha,Bem Devagar,211,113,609,0.99,"2008-05-11 00:00:00"
16,Caetano Veloso,Prenda Minha,Bem Devagar,211,326,1762,0.99,"2010-12-02 00:00:00"
16,Caetano Veloso,Prenda Minha,Drão,212,,,,
16,Caetano Veloso,Prenda Minha,Saudosismo,213,113,610,0.99,"2008-05-11 00:00:00"
16,Caetano Veloso,Prenda Minha,Carolina,214,220,1188,0.99,"2009-08-21 00:00:00"
16,Caetano Veloso,Prenda Minha,Sozinho,215,114,611,0.99,"2008-05-12 00:00:00"
16,Caetano Veloso,Prenda Minha,Esse Cara,216,5,35,0.99,"2007-01-11 00:00:00"
16,Caetano Veloso,Prenda Minha,Mel,217,114,612,0.99,"2008-05-12 00:00:00"
16,Caetano Veloso,Prenda Minha,Mel,217,326,1763,0.99,"2010-12-02 00:00:00"
16,Caetano Veloso,Prenda Minha,Linha Do Equador,218,220,1189,0.99,"2009-08-21 00:00:00"
16,Caetano Veloso,Prenda Minha,Odara,219,114,613,0.99,"2008-05-12 00:00:00"
16,Caetano Veloso,Prenda Minha,A Luz De Tieta,220,,,,
16,Caetano Veloso,Prenda Minha,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,221,114,614,0.99,"2008-05-12 00:00:00"
16,Caetano Veloso,Prenda Minha,Vida Boa,222,220,1190,0.99,"2009-08-21 00:00:00"
16,Caetano Veloso,Sozinho Remix Ao Vivo,Sozinho (Hitmakers Classic Mix),223,326,1764,0.99,"2010-12-02 00:00:00"
16,Caetano Veloso,Sozinho Remix Ao Vivo,Sozinho (Hitmakers Classic Radio Edit),224,,,,
16,Caetano Veloso,Sozinho Remix Ao Vivo,Sozinho (Caêdrum 'n' Bass),225,115,615,0.99,"2008-05-13 00:00:00"
17,Chico Buarque,Minha Historia,Carolina,226,,,,
17,Chico Buarque,Minha Historia,Essa Moça Ta Diferente,227,,,,
17,Chico Buarque,Minha Historia,Vai Passar,228,221,1191,0.99,"2009-08-24 00:00:00"
17,Chico Buarque,Minha Historia,Samba De Orly,229,115,616,0.99,"2008-05-13 00:00:00"
17,Chico Buarque,Minha Historia,Samba De Orly,229,326,1765,0.99,"2010-12-02 00:00:00"
17,Chico Buarque,Minha Historia,"Bye, Bye Brasil",230,6,36,0.99,"2007-01-19 00:00:00"
17,Chico Buarque,Minha Historia,Atras Da Porta,231,7,37,0.99,"2007-02-01 00:00:00"
17,Chico Buarque,Minha Historia,Tatuagem,232,7,38,0.99,"2007-02-01 00:00:00"
17,Chico Buarque,Minha Historia,O Que Será (À Flor Da Terra),233,115,617,0.99,"2008-05-13 00:00:00"
17,Chico Buarque,Minha Historia,Morena De Angola,234,8,39,0.99,"2007-02-01 00:00:00"
17,Chico Buarque,Minha Historia,Morena De Angola,234,221,1192,0.99,"2009-08-24 00:00:00"
17,Chico Buarque,Minha Historia,Apesar De Você,235,326,1766,0.99,"2010-12-02 00:00:00"
17,Chico Buarque,Minha Historia,A Banda,236,8,40,0.99,"2007-02-01 00:00:00"
17,Chico Buarque,Minha Historia,Minha Historia,237,115,618,0.99,"2008-05-13 00:00:00"
17,Chico Buarque,Minha Historia,Com Açúcar E Com Afeto,238,9,41,0.99,"2007-02-02 00:00:00"
17,Chico Buarque,Minha Historia,Brejo Da Cruz,239,,,,
17,Chico Buarque,Minha Historia,Meu Caro Amigo,240,9,42,0.99,"2007-02-02 00:00:00"
17,Chico Buarque,Minha Historia,Meu Caro Amigo,240,221,1193,0.99,"2009-08-24 00:00:00"
17,Chico Buarque,Minha Historia,Geni E O Zepelim,241,115,619,0.99,"2008-05-13 00:00:00"
17,Chico Buarque,Minha Historia,Geni E O Zepelim,241,326,1767,0.99,"2010-12-02 00:00:00"
17,Chico Buarque,Minha Historia,Trocando Em Miúdos,242,9,43,0.99,"2007-02-02 00:00:00"
17,Chico Buarque,Minha Historia,Vai Trabalhar Vagabundo,243,,,,
17,Chico Buarque,Minha Historia,Gota D'água,244,9,44,0.99,"2007-02-02 00:00:00"
17,Chico Buarque,Minha Historia,Construção / Deus Lhe Pague,245,115,620,0.99,"2008-05-13 00:00:00"
17,Chico Buarque,Minha Historia,Meia-Lua Inteira,515,,,,
17,Chico Buarque,Minha Historia,Voce e Linda,516,,,,
17,Chico Buarque,Minha Historia,Um Indio,517,229,1238,0.99,"2009-09-29 00:00:00"
17,Chico Buarque,Minha Historia,Podres Poderes,518,18,91,0.99,"2007-03-09 00:00:00"
17,Chico Buarque,Minha Historia,Voce Nao Entende Nada - Cotidiano,519,123,665,0.99,"2008-06-16 00:00:00"
17,Chico Buarque,Minha Historia,O Estrangeiro,520,,,,
17,Chico Buarque,Minha Historia,Menino Do Rio,521,334,1811,0.99,"2011-01-07 00:00:00"
17,Chico Buarque,Minha Historia,Qualquer Coisa,522,,,,
17,Chico Buarque,Minha Historia,Sampa,523,,,,
17,Chico Buarque,Minha Historia,Queixa,524,18,92,0.99,"2007-03-09 00:00:00"
17,Chico Buarque,Minha Historia,O Leaozinho,525,123,666,0.99,"2008-06-16 00:00:00"
17,Chico Buarque,Minha Historia,Fora Da Ordem,526,229,1239,0.99,"2009-09-29 00:00:00"
17,Chico Buarque,Minha Historia,Terra,527,,,,
17,Chico Buarque,Minha Historia,"Alegria, Alegria",528,,,,
18,Chico Science & Nação Zumbi,Afrociberdelia,Mateus Enter,246,221,1194,0.99,"2009-08-24 00:00:00"
18,Chico Science & Nação Zumbi,Afrociberdelia,O Cidadão Do Mundo,247,326,1768,0.99,"2010-12-02 00:00:00"
18,Chico Science & Nação Zumbi,Afrociberdelia,Etnia,248,10,45,0.99,"2007-02-03 00:00:00"
18,Chico Science & Nação Zumbi,Afrociberdelia,Quilombo Groove [Instrumental],249,,,,
18,Chico Science & Nação Zumbi,Afrociberdelia,Macô,250,,,,
18,Chico Science & Nação Zumbi,Afrociberdelia,Um Passeio No Mundo Livre,251,116,621,0.99,"2008-05-16 00:00:00"
18,Chico Science & Nação Zumbi,Afrociberdelia,Samba Do Lado,252,10,46,0.99,"2007-02-03 00:00:00"
18,Chico Science & Nação Zumbi,Afrociberdelia,Samba Do Lado,252,221,1195,0.99,"2009-08-24 00:00:00"
18,Chico Science & Nação Zumbi,Afrociberdelia,Maracatu Atômico,253,326,1769,0.99,"2010-12-02 00:00:00"
18,Chico Science & Nação Zumbi,Afrociberdelia,O Encontro De Isaac Asimov Com Santos Dumont No Céu,254,,,,
18,Chico Science & Nação Zumbi,Afrociberdelia,Corpo De Lama,255,,,,
